id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,keyPass,qualifier/12/value
2372517749,1,34,16,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2022-01-09T13:15:32.736Z,2022-01-09T13:55:31Z,3317771055,59,"1, 16, 15, 5, 20, 12, 9, 23, 10, 11, 8, 3, 22, 24, 29, 13",3317771059,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0",3317771057,130,2,3317771065,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3317771061,194,5m2ilglr6tlmgs2d4qzk5wno5,3317771053,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5",3317771063,197,12327,3317771051,30,"dib5a7vebmtxqcksi1tuteklx, 8jooatan3cxd38v2jyf23pot1, 6679bfd6bjylogbe4ebese85x, d9zt8e8lnk9a22we6o6wqyndh, 38qt5ejhfdsmvetk15rnfozit, 1o0o6thivoulnmsklkpbwpiad, 3sn815dsm0i0rnw9nigjyb0et, e6pdkq17etv9k527m94sqqu39, 5m2ilglr6tlmgs2d4qzk5wno5, wupxscyf4x7rsjidpmp0wnv9, 1dbhha29epjmo8g4xfm5taaj9, bd1752qgxbodnsgdus42fc99l, 8z3ceakcqfvv039p2fbm4rvmd, 57evg5do7x9gpg9dn17p1tu22, f0afav75l1iz383ozx84b7i3u, e8ivbfq0irn8f2p8krhkikzx1",,,,,,,,,,,,,,,,,,,,,,,,
2372517903,1,34,16,0,0,4s6f6ktui5q36clvqisqr6lvo,1,0,0,2022-01-09T13:15:51.060Z,2022-01-09T13:22:48Z,3317771813,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3317771803,59,"21, 11, 14, 30, 4, 3, 10, 25, 17, 12, 7, 8, 9, 19, 22, 27, 29, 32, 36, 38",3317771811,197,729,3317771801,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3317771805,130,12,3317771799,30,"8zpj2ov0kc2d7a2b14ys2y8dl, 3osl268i5n1pxjivr9y7azpm2, 5iio0ts2ux2kicov9i84lqv2t, 6ksf4xtzfcm8wr6j4twsr6gwk, egt40316gg12vn8a4mbax3kr9, 7im4tbityqzp0jc19ds4s2f2t, 9i7w9e580arjgwi09oard5byt, amls5kykb1h1c9b1mpiue3i6t, 48h95xp99lczilib8dvoq2hux, aubl336st2qokns5gp45gayqy, 6kitz3oodxt3ejj5u0fwzhhat, 15tzctvn1gzb2j1uyyve5ljv9, 17hm4x6jl3yw0v759gxpzcd79, 9j0citqjkkntkivtosr84c15h, 5plnyvmegki20of0lnvjotexh, eiem8txwpbbprxf67pyapr2fo, 9kwzr30tonvgb6bhsx3sa5rtg, biglhc0f04fxacwvxtqfc96qy, dbus51na3xq3mc0sy84kt7or8, 58g5njkj7jwv9t7lozzrjj384",3317771809,194,egt40316gg12vn8a4mbax3kr9,3317771807,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,
2372529251,2,32,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2022-01-09T14:01:05.744Z,2022-01-09T14:01:06Z,3317834093,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2372529247,3,32,1,0,0,4s6f6ktui5q36clvqisqr6lvo,1,0,0,2022-01-09T14:01:05.744Z,2022-01-09T14:01:05Z,3317834075,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2372529261,3,1,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,49.9,50.1,2022-01-09T14:01:05.964Z,2022-01-09T14:01:08Z,3317834173,212,21.0,3317834175,213,3.1,3317834171,141,50.7,3317834167,56,Back,3317834177,279,S,3317834169,140,29.9,,,,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,
2372529277,4,1,1,0,2,5rurqie3qt1qav9ir5mkqinn,1,29.8,50.6,2022-01-09T14:01:08.476Z,2022-01-09T14:01:11Z,3317834261,56,Back,3317834263,140,16.0,3317834267,212,16.2,3317834265,141,39.8,3317834269,213,3.6,,,,,,,,,,e6pdkq17etv9k527m94sqqu39,M. Iwabuchi,,,,,,,,,,,,,,,,,,,,,,
2372529297,5,1,1,0,5,5rurqie3qt1qav9ir5mkqinn,0,21.6,36.3,2022-01-09T14:01:11.220Z,2022-01-09T14:01:15Z,3317834371,140,65.1,3317834369,56,Right,3317834377,213,5.8,3317834379,1,,3317834367,157,,3317834373,141,2.8,3317834375,212,51.0,,,,1o0o6thivoulnmsklkpbwpiad,F. Maanum,,,,,,,,,,,,,,,,,,,,,,
2372529305,4,44,1,0,9,4s6f6ktui5q36clvqisqr6lvo,1,36.6,94.4,2022-01-09T14:01:15.203Z,2022-01-09T14:01:16Z,3317834405,233,6,3317834401,56,Back,3317834403,285,,,,,,,,,,,,,,,,,amls5kykb1h1c9b1mpiue3i6t,R. Holloway,,,,,,,,,,,,,,,,,,,,,,
2372529301,6,44,1,0,9,5rurqie3qt1qav9ir5mkqinn,0,63.4,5.6,2022-01-09T14:01:15.204Z,2022-01-09T14:01:16Z,3317834411,233,4,3317834385,56,Right,3317834387,286,,,,,,,,,,,,,,,,,3sn815dsm0i0rnw9nigjyb0et,B. Mead,,,,,,,,,,,,,,,,,,,,,,
2372529309,5,1,1,0,10,4s6f6ktui5q36clvqisqr6lvo,0,38.4,91.5,2022-01-09T14:01:15.870Z,2022-01-09T14:01:16Z,3317834429,213,0.8,3317834413,3,,3317834425,212,9.6,3317834415,56,Back,3317834421,141,100.0,3317834417,140,44.8,,,,,,,amls5kykb1h1c9b1mpiue3i6t,R. Holloway,,,,,,,,,,,,,,,,,,,,,,
