id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2642648083,1,34,16,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2024-02-04T11:33:12.405Z,2024-02-04T12:31:35Z,4788451603,197,17445,4788451599,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4788451605,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4788451595,59,"1, 2, 7, 21, 6, 3, 9, 13, 23, 11, 19, 10, 12, 14, 24, 25, 27, 28, 32, 40",4788451593,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4788451597,130,8,4788451591,30,"dib5a7vebmtxqcksi1tuteklx, n70i0c7uk1qxianxoiotqmeh, e3fa1ou90dirp8yjjterhrs9h, 6ywketcafnc6x3tncvohzesx5, 6zaowm8oua2nzpobekogff1lh, bd1752qgxbodnsgdus42fc99l, 3sn815dsm0i0rnw9nigjyb0et, e8ivbfq0irn8f2p8krhkikzx1, 5qxvej7pcqqr989sba7k0jv85, wupxscyf4x7rsjidpmp0wnv9, ddagc0khq0zh1ywynyci8nzrp, 5m2ilglr6tlmgs2d4qzk5wno5, 1o0o6thivoulnmsklkpbwpiad, e0gysmymetthyhdkn2q54l51x, 5duflqiee345rp4s7uqkhcq95, ec1vrqeqni3lmibeazgq62eol, 3kfxvwa38a7oq0d126jm4o9ka, dz2s92nqmnrw691jia8e6phw5, 30z4o4w3iw0frztn9isqwx2ei, dzcslji43ovtyyvy37dewv2fo",4788451601,194,6zaowm8oua2nzpobekogff1lh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2642653491,1,34,16,0,0,cz26xwowfjp8ei14n9z2ac135,1,0,0,2024-02-04T11:42:04.117Z,2024-02-04T12:34:30Z,4788476081,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4788476077,59,"1, 3, 2, 14, 5, 23, 19, 16, 9, 20, 22, 8, 12, 15, 18, 21, 25, 30, 35, 7",4788476073,30,"68a0jc6cin6hxx0bkdch9hc5x, 7mdnewy67dddv3ahqw1qhbx05, dfodeak21qhzgxr7qs85f3vf9, 30pcgn07mnn0sk4jp0t7bx9ed, cs3pg64kurip4uftscemh01k9, stp0u46f1xc7a2mgvbkoy76x, 3fta0gg3ghja3x9ouubjjfzl5, 9ak1ju7otyvh5q5g6t0i8goo9, a5ew0j9hz4ounrjkeco7g6iuh, e93vn46w6kk9xwdb8forgzil1, e3n8fh86gv7xkw2zi6jlqelzp, 8rt7o6te5ltvzz2srt8kpu2g9, cannlc91eqjjy24i7keyvyaui, 4t91su0ns46r00vjynp0on5qt, f1xb9y38jfjmrhgv22svv9sa2, 54hjbtj3pm6a4qruhfsz6z3zd, czz8zqjv03gdbbxiadp90pq6t, 9uydi4qh8vjkmlffl9mtm96cq, e7127p8bj7v1b9ytzhsv7u7tg, 8t1kb3jiu25l2ztaooa294e09",4788476075,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4788476087,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4788476083,194,68a0jc6cin6hxx0bkdch9hc5x,4788476079,130,12,4788476085,197,5223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2642683529,2,32,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2024-02-04T12:31:07.906Z,2024-02-04T12:31:09Z,4788605847,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2642683521,2,32,1,0,0,cz26xwowfjp8ei14n9z2ac135,1,0,0,2024-02-04T12:31:07.906Z,2024-02-04T12:31:08Z,4788605817,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2642683559,3,1,1,0,0,cz26xwowfjp8ei14n9z2ac135,1,49.9,50,2024-02-04T12:31:07.907Z,2024-02-04T12:31:10Z,4788605931,140,38.7,4788605929,56,Back,4788605939,279,S,4788605933,141,54.5,4788605937,213,2.89,4788605935,212,12.2,,,,,,,e93vn46w6kk9xwdb8forgzil1,V. Asseyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2642683595,4,1,1,0,2,cz26xwowfjp8ei14n9z2ac135,1,40.9,55.1,2024-02-04T12:31:10.869Z,2024-02-04T12:31:14Z,4788606083,213,1.87,4788606079,141,76.3,4788606071,56,Back,4788606081,212,15.1,4788606075,140,36.7,,,,,,,,,,e3n8fh86gv7xkw2zi6jlqelzp,K. Gorry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2642683613,5,1,1,0,6,cz26xwowfjp8ei14n9z2ac135,0,36.4,80.8,2024-02-04T12:31:14.510Z,2024-02-04T12:31:16Z,4788606159,56,Left,4788606169,1,,4788606165,212,36.3,4788606167,213,0.03,4788606163,141,82.4,4788606157,157,,4788606161,140,71.0,,,,30pcgn07mnn0sk4jp0t7bx9ed,S. Zadorsky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2642683657,3,1,1,0,8,5rurqie3qt1qav9ir5mkqinn,1,30,15.6,2024-02-04T12:31:16.609Z,2024-02-04T12:31:18Z,4788606365,140,37.0,4788606357,3,,4788606369,141,24.0,4788606373,212,9.3,4788606377,213,0.66,4788606361,56,Back,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2642683669,4,44,1,0,9,5rurqie3qt1qav9ir5mkqinn,1,33.7,20,2024-02-04T12:31:17.797Z,2024-02-04T12:31:19Z,4788606435,233,6,4788606427,285,,4788606425,56,Back,,,,,,,,,,,,,,,,6ywketcafnc6x3tncvohzesx5,V. Pelova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2642683645,6,44,1,0,9,cz26xwowfjp8ei14n9z2ac135,0,66.3,80,2024-02-04T12:31:17.798Z,2024-02-04T12:31:19Z,4788606301,56,Left,4788606303,286,,4788606439,233,4,,,,,,,,,,,,,,,,3fta0gg3ghja3x9ouubjjfzl5,H. Hayashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
