id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2294020163,1,34,16,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2021-05-02T11:44:51.714Z,2021-05-02T13:39:35Z,2905661159,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",2905661153,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",2905661161,194,5m2ilglr6tlmgs2d4qzk5wno5,2905661155,59,"1, 16, 15, 10, 6, 13, 11, 7, 19, 9, 8, 3, 4, 12, 14, 18, 20, 21, 29",2905661157,130,4,2905661165,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",2905661163,197,725,2905661151,30,"dib5a7vebmtxqcksi1tuteklx, 8jooatan3cxd38v2jyf23pot1, 6679bfd6bjylogbe4ebese85x, 5m2ilglr6tlmgs2d4qzk5wno5, 6zaowm8oua2nzpobekogff1lh, e8ivbfq0irn8f2p8krhkikzx1, wupxscyf4x7rsjidpmp0wnv9, 28yvc8jmyyfavb0hetafjdadx, ddagc0khq0zh1ywynyci8nzrp, 3sn815dsm0i0rnw9nigjyb0et, 1dbhha29epjmo8g4xfm5taaj9, bd1752qgxbodnsgdus42fc99l, 9cjjs4piq3t12iltsfon52h91, e3fa1ou90dirp8yjjterhrs9h, 23kah59nbx1m7ro3imaaevoph, 88k3tmpcg5ov13cd8b9rxyggl, c4ptt043q3lm4npuwpyviprdh, 4167ohgdcac1u3iqaygye52ax, f0afav75l1iz383ozx84b7i3u",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2294024889,1,34,16,0,0,7kt37xy93vjy6wac8vq6fqz3g,1,0,0,2021-05-02T11:59:48.377Z,2021-05-02T12:13:02Z,2905686211,59,"1, 2, 30, 6, 20, 4, 18, 8, 16, 17, 11, 7, 9, 10, 14, 19, 21, 23, 26",2905686213,130,13,2905686215,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",2905686209,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",2905686217,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",2905686207,30,"6vqain7mmp94wueprv9aj5xp1, 47px99ojvzxwvflzirlbk7b9x, 8lf62k2iwmb23gywex08s6m09, 8e7wbpcbwxvdz0fojwuyov3rp, e6s5iphbrws04dxrvw0xqd7f9, 8j67kyyfq5i300eeqbihgcqfp, aozm5rtnqkoutfk1mijjx7f11, 6flq1204p7494fm1ct06w6ket, 1to70vfsch5kwvw3kjgo1iggl, avttb0ne86ra4pqruk0d8al05, 18kiz7s5jlyotkb4p0sbbxyol, dle50mcyb7xfk7eop3d0qs2c5, f5j2zq9sslh38t8bhyifsjg89, 5677k11mj3dmsnqse80eumk0l, 8k21bzux0l41m2cdsuetbco9h, 7drwwysuo9wwjrun0u3gp8r85, 17b5ovdec36ay7c7aod6bhaz9, 7f3opq72gey1boxe6vcgmfvth, 1ry82n1adajgmjtce487u9q1g",2905687977,197,726,2905689999,194,avttb0ne86ra4pqruk0d8al05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2294026197,2,32,1,0,0,7kt37xy93vjy6wac8vq6fqz3g,1,0,0,2021-05-02T12:03:02.335Z,2021-05-02T12:03:02Z,2905692693,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2294026193,2,32,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2021-05-02T12:03:02.335Z,2021-05-02T12:03:02Z,2905692679,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2294026217,3,1,1,0,1,5rurqie3qt1qav9ir5mkqinn,1,49.8,50.3,2021-05-02T12:03:04.176Z,2021-05-02T12:03:05Z,2905692801,279,S,2905692791,56,Center,2905692799,213,5.3,2905692803,278,,2905692793,140,51.4,2905692795,141,46.3,2905692797,212,3.2,,,,wupxscyf4x7rsjidpmp0wnv9,V. Miedema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2294026227,4,1,1,0,3,5rurqie3qt1qav9ir5mkqinn,1,51.4,46.3,2021-05-02T12:03:05.791Z,2021-05-02T12:04:33Z,2905692851,140,35.9,2905692849,56,Back,2905692853,141,48.8,2905692857,213,3.0,2905692855,212,16.4,,,,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2294026275,5,1,1,0,8,5rurqie3qt1qav9ir5mkqinn,1,35.9,48.8,2021-05-02T12:03:10.399Z,2021-05-02T12:03:12Z,2905693119,213,2.3,2905693111,56,Back,2905693113,140,24.9,2905693115,141,69.0,2905693117,212,17.9,,,,,,,,,,5m2ilglr6tlmgs2d4qzk5wno5,K. Little,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2294026287,6,1,1,0,10,5rurqie3qt1qav9ir5mkqinn,1,24.9,69,2021-05-02T12:03:12.431Z,2021-05-02T12:03:14Z,2905693199,212,17.0,2905693197,141,46.1,2905693195,140,18.4,2905693193,56,Back,2905693201,213,4.3,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2294026313,7,1,1,0,11,5rurqie3qt1qav9ir5mkqinn,1,18.4,46.1,2021-05-02T12:03:14.191Z,2021-05-02T12:04:36Z,2905693325,56,Back,2905693327,140,23.8,2905693331,212,16.2,2905693329,141,68.4,2905693333,213,1.2,,,,,,,,,,dib5a7vebmtxqcksi1tuteklx,M. Zinsberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2294026343,8,1,1,0,13,5rurqie3qt1qav9ir5mkqinn,1,23.8,68.4,2021-05-02T12:03:16.143Z,2021-05-02T12:03:18Z,2905693501,140,31.8,2905693499,56,Back,2905693507,213,1.0,2905693505,212,16.3,2905693503,141,89.0,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2294026397,9,1,1,0,16,5rurqie3qt1qav9ir5mkqinn,1,38.3,86.9,2021-05-02T12:03:18.544Z,2021-05-02T12:03:23Z,2905693791,56,Back,2905693795,141,57.6,2905693797,212,26.1,2905693793,140,22.2,2905693799,213,4.0,,,,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2294026431,10,1,1,0,20,5rurqie3qt1qav9ir5mkqinn,1,23.9,54.8,2021-05-02T12:03:23.119Z,2021-05-02T14:24:53Z,2905694027,141,26.2,2905694025,140,29.3,2905694023,56,Back,2905694029,212,20.3,2905694031,213,5.0,,,,,,,,,,dib5a7vebmtxqcksi1tuteklx,M. Zinsberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2294026467,11,1,1,0,23,5rurqie3qt1qav9ir5mkqinn,1,29.3,26.2,2021-05-02T12:03:25.999Z,2021-05-02T12:03:28Z,2905694163,212,19.8,2905694165,213,1.9,2905694157,56,Back,2905694161,141,53.9,2905694159,140,23.5,,,,,,,,,,6zaowm8oua2nzpobekogff1lh,L. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2294026491,12,1,1,0,25,5rurqie3qt1qav9ir5mkqinn,1,23.5,53.9,2021-05-02T12:03:28.159Z,2021-05-02T14:25:03Z,2905694307,56,Back,2905694309,140,27.5,2905694315,213,1.3,2905694313,212,14.1,2905694311,141,73.7,,,,,,,,,,dib5a7vebmtxqcksi1tuteklx,M. Zinsberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2294026525,13,1,1,0,28,5rurqie3qt1qav9ir5mkqinn,1,29.4,82.4,2021-05-02T12:03:30.863Z,2021-05-02T12:03:34Z,2905694519,141,94.2,2905694521,212,10.4,2905694517,140,35.7,2905694515,56,Back,2905694523,213,0.9,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
