id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/11/value,qualifier/15/value,assist
2463763623,1,34,16,0,0,9ijyncrxsejz505dbadwr1dir,1,0,0,2022-09-24T11:43:39.340Z,2022-09-24T12:39:27Z,3800200347,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",3800200353,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3800200351,197,6732,3800200343,59,"22, 14, 29, 3, 5, 4, 8, 25, 17, 24, 7, 1, 9, 11, 13, 15, 26",3800200349,194,30pcgn07mnn0sk4jp0t7bx9ed,3800200341,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5",3800200339,30,"4vgx21i9mmnoud5h6px197f11, 8gh56ar8x8yxjfcm66m7532ll, tzc4bqcf2wkz1k7d96l8g3my, 30pcgn07mnn0sk4jp0t7bx9ed, elelvar8kyxwpfqzwr1v00b85, eoc724h5j6mnvvu1nbumezmxh, 7kx86ostcp0tfo53g9cpqn7px, 6aaes6ikbmrg75h6asm58wpg5, 1l9ywk95rm7fgpc8nrtsxos0l, drwlmmiguqz2mfzsh6gjmklx, a1v4wcs80zp79nq6u2efnzgfd, 7f3opq72gey1boxe6vcgmfvth, xfhvn9tfu8wwd1whgo1jgand, 2394pwqy8u1g121y7xctawcet, ceww6vauxaqddgogso515rcru, z8vdz64bgqus4c85451nsrf9, 8up2ey86u6cx49ujaanwuwokq",3800200345,130,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463764187,1,34,16,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2022-09-24T11:45:05.688Z,2022-09-24T11:49:38Z,3800202747,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3800202753,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3800202751,197,723,3800202743,59,"1, 26, 7, 13, 6, 2, 10, 15, 11, 19, 9, 3, 5, 8, 12, 16, 17, 18, 23, 25",3800202745,130,4,3800202739,30,"dib5a7vebmtxqcksi1tuteklx, 8lfnj5bvo97dimx52no42nmqd, e3fa1ou90dirp8yjjterhrs9h, e8ivbfq0irn8f2p8krhkikzx1, 6zaowm8oua2nzpobekogff1lh, bilgoekg6gqwr3qbp6dp0j1zp, 5m2ilglr6tlmgs2d4qzk5wno5, 6679bfd6bjylogbe4ebese85x, wupxscyf4x7rsjidpmp0wnv9, ddagc0khq0zh1ywynyci8nzrp, 3sn815dsm0i0rnw9nigjyb0et, bd1752qgxbodnsgdus42fc99l, d9zt8e8lnk9a22we6o6wqyndh, 1dbhha29epjmo8g4xfm5taaj9, 1o0o6thivoulnmsklkpbwpiad, 8jooatan3cxd38v2jyf23pot1, 3i4ljm3hqc6wg8s6l4onlagut, 8wvdn1f18jaxmjg4zkizons6i, e6pdkq17etv9k527m94sqqu39, ec1vrqeqni3lmibeazgq62eol",3800202741,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3800202749,194,5m2ilglr6tlmgs2d4qzk5wno5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463775447,2,32,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2022-09-24T12:30:18.230Z,2022-09-24T12:30:32Z,3800257281,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463775389,2,32,1,0,0,9ijyncrxsejz505dbadwr1dir,1,0,0,2022-09-24T12:30:18.230Z,2022-09-24T12:30:18Z,3800257019,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463775401,3,1,1,0,0,9ijyncrxsejz505dbadwr1dir,1,49.9,49.9,2022-09-24T12:30:18.330Z,2022-09-24T12:30:21Z,3800257067,213,3.1,3800257059,56,Back,3800257063,141,50.9,3800257069,279,S,3800257061,140,37.4,3800257065,212,13.1,,,,,,,1l9ywk95rm7fgpc8nrtsxos0l,K. Simon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463775415,4,1,1,0,3,9ijyncrxsejz505dbadwr1dir,1,36.3,51.2,2022-09-24T12:30:21.230Z,2022-09-24T13:18:14Z,3800257117,155,,3800257127,213,0.7,3800257125,212,38.2,3800257129,1,,3800257121,140,64.1,3800257119,56,Left,3800257123,141,87.5,,,,a1v4wcs80zp79nq6u2efnzgfd,J. Naz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463775421,5,1,1,0,6,9ijyncrxsejz505dbadwr1dir,0,64.1,87.5,2022-09-24T12:30:24.230Z,2022-09-24T13:18:13Z,3800257151,56,Center,3800257159,213,4.8,3800257155,141,69.9,3800257153,140,65.3,3800257157,212,12.0,,,,,,,,,,drwlmmiguqz2mfzsh6gjmklx,D. Spence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463775455,3,8,1,0,15,5rurqie3qt1qav9ir5mkqinn,1,26,12.5,2022-09-24T12:30:33.336Z,2022-09-24T12:30:33Z,3800257299,56,Back,,,,,,,,,,,,,,,,,,,,,,8lfnj5bvo97dimx52no42nmqd,L. Wienroither,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463775489,4,1,1,0,16,5rurqie3qt1qav9ir5mkqinn,1,26.2,13.1,2022-09-24T12:30:34.272Z,2022-09-24T12:30:37Z,3800257363,213,1.9,3800257357,140,21.7,3800257361,212,15.9,3800257359,141,35.4,3800257355,56,Back,,,,,,,,,,8lfnj5bvo97dimx52no42nmqd,L. Wienroither,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463775493,5,49,1,0,18,5rurqie3qt1qav9ir5mkqinn,1,22.5,38.6,2022-09-24T12:30:36.936Z,2022-09-24T12:30:37Z,,,,,,,,,,,,,,,,,,,,,,,,,bilgoekg6gqwr3qbp6dp0j1zp,Rafaelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463775501,6,1,1,0,19,5rurqie3qt1qav9ir5mkqinn,1,22.6,41.8,2022-09-24T12:30:37.472Z,2022-09-24T12:30:39Z,3800257417,56,Back,3800257421,141,77.3,3800257425,213,1.4,3800257423,212,24.4,3800257419,140,25.7,,,,,,,,,,bilgoekg6gqwr3qbp6dp0j1zp,Rafaelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
